"transcript_id","Start","End","Strand","Length","eh.head.S1.bam","eh.head.S2.bam","eh.head.S3.bam","eh.mid.S4.bam","eh.mid.S5.bam","eh.mid.S6.bam"
"TRINITY_DN88174_c0_g2_i4",1,224,"+",224,0,14,29,18,21,24
"TRINITY_DN88174_c0_g2_i5",1,1614,"+",1614,0,10,28,39,49,18
"TRINITY_DN88174_c0_g2_i9",1,874,"+",874,0,7,7,9,6,2
"TRINITY_DN88176_c0_g1_i1",1,395,"+",395,0,0,26,29,18,22
"TRINITY_DN88178_c1_g1_i1",1,254,"+",254,0,0,2,0,0,0
"TRINITY_DN88180_c1_g3_i1",1,380,"+",380,0,0,1,5,6,0
"TRINITY_DN88183_c1_g1_i8",1,438,"+",438,0,2,41,52,75,67
"TRINITY_DN88183_c1_g1_i9",1,1450,"+",1450,0,22,88,94,100,75
"TRINITY_DN88183_c1_g2_i9",1,3375,"+",3375,0,8,427,190,207,124
"TRINITY_DN88186_c2_g2_i10",1,522,"+",522,0,1,117,14,17,9
"TRINITY_DN88186_c2_g2_i6",1,1731,"+",1731,0,27,453,109,122,47
"TRINITY_DN88186_c2_g2_i8",1,1751,"+",1751,0,45,480,98,145,56
"TRINITY_DN88187_c1_g1_i1",1,2102,"+",2102,0,159,518,452,390,402
"TRINITY_DN88188_c0_g2_i11",1,1584,"+",1584,0,0,93,23,45,10
"TRINITY_DN88188_c0_g2_i6",1,2806,"+",2806,0,2,145,40,59,18
"TRINITY_DN88188_c0_g3_i1",1,1755,"+",1755,0,35,55,16,23,42
"TRINITY_DN88189_c0_g3_i2",1,529,"+",529,0,0,61,6,0,0
"TRINITY_DN88189_c1_g1_i14",1,1193,"+",1193,0,10,27,0,1,1
"TRINITY_DN88189_c1_g1_i15",1,593,"+",593,0,4,20,12,0,0
"TRINITY_DN88189_c1_g1_i21",1,765,"+",765,0,0,20,0,0,0
"TRINITY_DN88189_c1_g1_i22",1,555,"+",555,0,0,16,7,3,1
"TRINITY_DN88189_c1_g1_i6",1,544,"+",544,0,0,5,1,2,2
"TRINITY_DN88189_c1_g1_i9",1,2263,"+",2263,0,1,456,55,24,45
"TRINITY_DN88190_c0_g1_i1",1,1578,"+",1578,0,421,2589,1363,2011,757
"TRINITY_DN88192_c0_g2_i5",1,1440,"+",1440,0,33,572,71,359,96
"TRINITY_DN88192_c0_g2_i6",1,890,"+",890,0,10,96,71,82,5
"TRINITY_DN88193_c0_g4_i6",1,2061,"+",2061,0,15,126,37,65,146
"TRINITY_DN88193_c0_g4_i7",1,2876,"+",2876,0,12,248,88,142,30
"TRINITY_DN88194_c0_g1_i3",1,1122,"+",1122,0,5809,2786,4009,2821,4754
"TRINITY_DN88195_c0_g1_i3",1,1436,"+",1436,0,0,83,12,13,9
"TRINITY_DN88197_c1_g1_i1",1,233,"+",233,0,0,0,0,7,0
"TRINITY_DN88201_c4_g2_i1",1,287,"+",287,0,14,22,31,5,11
"TRINITY_DN88204_c2_g1_i13",1,510,"+",510,0,0,3,2,3,5
"TRINITY_DN88204_c2_g1_i14",1,295,"+",295,0,3880,4035,2417,1742,5337
"TRINITY_DN88204_c2_g1_i4",1,2258,"+",2258,0,1,85,40,98,70
"TRINITY_DN88204_c2_g1_i5",1,2953,"+",2953,0,13,230,30,53,34
"TRINITY_DN88204_c2_g1_i9",1,683,"+",683,0,30,560,16,30,68
"TRINITY_DN88205_c1_g1_i2",1,262,"+",262,0,8,19,13,6,11
"TRINITY_DN88206_c0_g2_i1",1,445,"+",445,0,7,11,8,4,8
"TRINITY_DN88207_c0_g1_i4",1,2230,"+",2230,0,22,280,95,128,52
"TRINITY_DN88207_c0_g1_i7",1,599,"+",599,0,5,61,9,16,10
"TRINITY_DN88208_c2_g1_i1",1,248,"+",248,0,33,56,175,19,11
"TRINITY_DN88208_c2_g1_i2",1,287,"+",287,0,5,13,6,11,7
"TRINITY_DN88208_c2_g1_i4",1,585,"+",585,0,0,17,0,5,0
"TRINITY_DN88208_c2_g1_i6",1,233,"+",233,0,62,51,832,183,47
"TRINITY_DN88208_c2_g1_i7",1,242,"+",242,0,10,44,435,23,24
"TRINITY_DN88208_c2_g1_i9",1,3229,"+",3229,0,28,248,40,83,31
"TRINITY_DN88208_c2_g2_i7",1,2008,"+",2008,0,67,679,497,408,138
"TRINITY_DN88209_c0_g1_i1",1,4097,"+",4097,0,7,177,101,113,34
"TRINITY_DN88209_c0_g1_i5",1,4071,"+",4071,0,14,232,86,105,28
"TRINITY_DN88210_c0_g2_i5",1,2036,"+",2036,0,25,259,61,118,59
"TRINITY_DN88210_c0_g2_i6",1,1515,"+",1515,0,12,13,33,133,1
"TRINITY_DN88210_c0_g3_i2",1,478,"+",478,0,5,104,46,52,48
"TRINITY_DN88211_c0_g3_i2",1,373,"+",373,0,20,358,88,263,139
"TRINITY_DN88213_c0_g2_i3",1,1810,"+",1810,0,11,453,137,150,119
"TRINITY_DN88214_c2_g1_i13",1,2973,"+",2973,0,481,3402,1534,2356,1004
"TRINITY_DN88215_c2_g1_i1",1,2021,"+",2021,0,3,94,18,73,33
"TRINITY_DN88215_c2_g1_i10",1,305,"+",305,0,22,30,26,21,36
"TRINITY_DN88215_c2_g1_i13",1,1852,"+",1852,0,0,87,17,67,33
"TRINITY_DN88215_c2_g1_i14",1,496,"+",496,0,0,10,19,6,4
"TRINITY_DN88215_c2_g1_i4",1,234,"+",234,0,0,2,7,12,1
"TRINITY_DN88215_c2_g1_i5",1,1617,"+",1617,0,15,673,118,226,89
"TRINITY_DN88215_c2_g1_i9",1,1517,"+",1517,0,16,111,9,30,127
"TRINITY_DN88216_c0_g1_i1",1,349,"+",349,0,0,18,1,1,0
"TRINITY_DN88216_c1_g1_i1",1,1922,"+",1922,0,19,746,225,478,195
"TRINITY_DN88216_c1_g1_i27",1,223,"+",223,0,0,4,0,1,0
"TRINITY_DN88216_c1_g1_i28",1,4063,"+",4063,0,66,823,237,551,196
"TRINITY_DN88216_c1_g2_i1",1,460,"+",460,0,0,8,0,0,0
"TRINITY_DN88218_c2_g3_i5",1,340,"+",340,0,14,24,14,5,25
"TRINITY_DN88218_c2_g3_i7",1,416,"+",416,0,55,136,65,56,200
"TRINITY_DN88218_c2_g3_i8",1,2151,"+",2151,0,274,916,706,568,706
"TRINITY_DN88219_c0_g9_i2",1,227,"+",227,0,4,0,0,0,2
"TRINITY_DN88219_c1_g1_i2",1,992,"+",992,0,23,265,102,218,79
"TRINITY_DN88219_c1_g1_i3",1,797,"+",797,0,0,41,39,174,14
"TRINITY_DN88220_c0_g3_i2",1,628,"+",628,0,13,24,15,11,14
"TRINITY_DN88222_c0_g1_i1",1,445,"+",445,0,37,383,407,251,424
"TRINITY_DN88224_c0_g1_i3",1,1313,"+",1313,0,2,60,79,95,55
"TRINITY_DN88224_c0_g4_i1",1,223,"+",223,0,5,1,0,2,0
"TRINITY_DN88225_c0_g2_i1",1,505,"+",505,0,5,3,9,0,0
"TRINITY_DN88225_c0_g2_i2",1,403,"+",403,0,6,219,13,18,28
"TRINITY_DN88225_c0_g4_i1",1,589,"+",589,0,0,16,3,2,0
"TRINITY_DN88225_c0_g5_i1",1,293,"+",293,0,4,11,3,12,0
"TRINITY_DN88226_c0_g1_i12",1,2929,"+",2929,0,76,1959,791,1235,380
"TRINITY_DN88227_c3_g1_i3",1,990,"+",990,0,16,144,28,94,17
"TRINITY_DN88228_c0_g2_i7",1,2116,"+",2116,0,6,140,198,108,46
"TRINITY_DN88229_c1_g1_i3",1,2052,"+",2052,0,118,1303,410,831,232
"TRINITY_DN88230_c0_g3_i1",1,628,"+",628,0,0,4,1,4,0
"TRINITY_DN88230_c0_g3_i4",1,2852,"+",2852,0,8,150,60,58,37
"TRINITY_DN88230_c0_g3_i6",1,2656,"+",2656,0,4,89,42,56,31
"TRINITY_DN88230_c0_g3_i7",1,448,"+",448,0,0,3,1,3,2
"TRINITY_DN88230_c0_g4_i1",1,839,"+",839,0,14,71,77,118,29
"TRINITY_DN88230_c0_g4_i5",1,907,"+",907,0,21,99,75,121,53
"TRINITY_DN88231_c1_g1_i1",1,946,"+",946,0,10,61,41,57,35
"TRINITY_DN88231_c1_g1_i4",1,1209,"+",1209,0,0,38,4,71,12
"TRINITY_DN88234_c0_g3_i3",1,1448,"+",1448,0,0,56,6,14,4
"TRINITY_DN88235_c1_g2_i3",1,1846,"+",1846,0,105,648,270,339,132
"TRINITY_DN88235_c1_g3_i1",1,315,"+",315,0,8,206,148,174,262
"TRINITY_DN88235_c1_g3_i3",1,756,"+",756,0,11,30,5,6,5
"TRINITY_DN88235_c1_g3_i4",1,887,"+",887,0,20,77,9,15,31
"TRINITY_DN88236_c0_g1_i2",1,4212,"+",4212,0,36,385,144,221,28
"TRINITY_DN88237_c2_g2_i6",1,1692,"+",1692,0,7,111,78,77,22
"TRINITY_DN88237_c2_g2_i8",1,1561,"+",1561,0,4,118,56,111,23
"TRINITY_DN88238_c1_g3_i2",1,2442,"+",2442,0,22,171,123,172,70
"TRINITY_DN88238_c1_g3_i3",1,2418,"+",2418,0,35,184,127,134,66
"TRINITY_DN88238_c1_g3_i4",1,278,"+",278,0,0,0,0,0,0
"TRINITY_DN88238_c1_g3_i8",1,221,"+",221,0,1824,534,2319,605,810
"TRINITY_DN88239_c0_g1_i7",1,2398,"+",2398,0,15,336,228,262,70
"TRINITY_DN88240_c0_g1_i3",1,4469,"+",4469,0,20,258,81,191,33
"TRINITY_DN88240_c0_g2_i1",1,258,"+",258,0,0,14,3,4,1
"TRINITY_DN88241_c0_g2_i1",1,501,"+",501,0,5,13,5,8,2
"TRINITY_DN88241_c0_g2_i3",1,221,"+",221,0,572,14,12,13,12
"TRINITY_DN88241_c0_g2_i5",1,220,"+",220,0,0,0,3,0,0
"TRINITY_DN88242_c1_g1_i1",1,339,"+",339,0,42,0,0,0,0
"TRINITY_DN88242_c2_g2_i2",1,700,"+",700,0,4,17,20,6,0
"TRINITY_DN88242_c2_g2_i3",1,3924,"+",3924,0,28,191,109,132,159
"TRINITY_DN88243_c0_g3_i1",1,1471,"+",1471,0,11,99,21,76,10
"TRINITY_DN88243_c0_g3_i4",1,285,"+",285,0,5,51,44,25,173
"TRINITY_DN88243_c0_g4_i1",1,284,"+",284,0,2,6,0,0,0
"TRINITY_DN88243_c0_g4_i3",1,368,"+",368,0,0,2,0,2,5
"TRINITY_DN88243_c0_g4_i4",1,326,"+",326,0,0,2,0,0,0
"TRINITY_DN88244_c1_g1_i3",1,237,"+",237,0,23,45,55,30,25
"TRINITY_DN88244_c1_g1_i7",1,3310,"+",3310,0,75,392,446,389,285
"TRINITY_DN88245_c0_g4_i11",1,1049,"+",1049,0,0,56,3,33,31
"TRINITY_DN88245_c0_g4_i6",1,1552,"+",1552,0,0,65,7,33,24
"TRINITY_DN88246_c0_g1_i4",1,2402,"+",2402,0,39,178,42,45,27
"TRINITY_DN88246_c0_g1_i5",1,2849,"+",2849,0,11,200,39,76,79
"TRINITY_DN88246_c0_g2_i1",1,749,"+",749,0,0,12,0,4,4
"TRINITY_DN88246_c0_g3_i1",1,1041,"+",1041,0,8,15,0,6,6
"TRINITY_DN88246_c0_g3_i3",1,560,"+",560,0,0,12,0,5,4
"TRINITY_DN88246_c0_g3_i4",1,512,"+",512,0,0,11,0,1,1
"TRINITY_DN88246_c0_g3_i5",1,818,"+",818,0,0,7,0,7,1
"TRINITY_DN88246_c0_g6_i1",1,644,"+",644,0,2,1,7,1,4
"TRINITY_DN88247_c0_g1_i1",1,220,"+",220,0,0,0,0,2,4
"TRINITY_DN88247_c1_g2_i1",1,283,"+",283,0,0,1,0,5,0
"TRINITY_DN88247_c1_g3_i1",1,2753,"+",2753,0,15,197,59,77,40
"TRINITY_DN88249_c0_g4_i1",1,661,"+",661,0,0,5,0,2,0
"TRINITY_DN88250_c1_g1_i1",1,2109,"+",2109,0,79,616,260,437,250
"TRINITY_DN88250_c1_g1_i10",1,1894,"+",1894,0,71,477,250,399,232
"TRINITY_DN88250_c1_g1_i14",1,412,"+",412,0,0,18,3,10,7
"TRINITY_DN88250_c1_g1_i16",1,515,"+",515,0,6,10,1,5,6
"TRINITY_DN88250_c1_g1_i8",1,387,"+",387,0,26,45,67,29,58
"TRINITY_DN88250_c1_g3_i1",1,514,"+",514,0,0,11,5,1,0
"TRINITY_DN88250_c1_g4_i1",1,1207,"+",1207,0,0,42,22,29,14
"TRINITY_DN88251_c0_g1_i1",1,2332,"+",2332,0,148,1260,394,734,225
"TRINITY_DN88252_c0_g1_i4",1,2877,"+",2877,0,1286,4856,4835,2999,3030
"TRINITY_DN88255_c0_g1_i1",1,416,"+",416,0,12,9,0,0,0
"TRINITY_DN88255_c1_g1_i3",1,249,"+",249,0,13,72,80,54,60
"TRINITY_DN88255_c1_g2_i12",1,722,"+",722,0,5,47,9,26,5
"TRINITY_DN88255_c1_g2_i14",1,769,"+",769,0,7,245,48,103,27
"TRINITY_DN88255_c1_g2_i17",1,566,"+",566,0,3,179,15,16,15
"TRINITY_DN88255_c1_g2_i5",1,381,"+",381,0,2,8,1,13,0
"TRINITY_DN88256_c0_g2_i11",1,743,"+",743,0,37,70,156,62,164
"TRINITY_DN88256_c0_g2_i12",1,317,"+",317,0,47,111,106,71,64
"TRINITY_DN88256_c0_g6_i1",1,204,"+",204,0,21,43,31,13,35
"TRINITY_DN88256_c0_g6_i2",1,221,"+",221,0,0,7,0,2,0
"TRINITY_DN88260_c1_g1_i1",1,208,"+",208,0,0,0,0,0,0
"TRINITY_DN88260_c1_g2_i1",1,366,"+",366,0,0,4,0,0,0
"TRINITY_DN88260_c1_g3_i1",1,281,"+",281,0,0,1,0,0,0
"TRINITY_DN88260_c2_g1_i1",1,877,"+",877,0,20,58,19,25,8
"TRINITY_DN88260_c2_g1_i7",1,1247,"+",1247,0,7,113,47,63,46
"TRINITY_DN88260_c2_g1_i9",1,1272,"+",1272,0,5,80,51,58,16
"TRINITY_DN88260_c2_g4_i1",1,375,"+",375,0,0,7,1,0,2
"TRINITY_DN88260_c2_g4_i2",1,861,"+",861,0,3,23,3,4,5
"TRINITY_DN88260_c2_g4_i4",1,609,"+",609,0,5,16,1,3,6
"TRINITY_DN88260_c2_g6_i1",1,211,"+",211,0,0,3,7,2,0
"TRINITY_DN88261_c1_g2_i1",1,612,"+",612,0,38,61,47,30,19
"TRINITY_DN88262_c0_g4_i1",1,827,"+",827,0,8,54,9,3,7
"TRINITY_DN88262_c0_g4_i3",1,723,"+",723,0,20,346,169,190,106
"TRINITY_DN88262_c0_g4_i4",1,492,"+",492,0,7,42,7,24,6
"TRINITY_DN88262_c0_g4_i5",1,299,"+",299,0,10,21,20,6,20
"TRINITY_DN88263_c2_g1_i2",1,469,"+",469,0,0,3,2,1,2
"TRINITY_DN88263_c3_g2_i1",1,283,"+",283,0,0,2,10,2,0
"TRINITY_DN88263_c3_g3_i5",1,637,"+",637,0,11,21,17,25,7
"TRINITY_DN88263_c3_g3_i8",1,672,"+",672,0,17,255,152,179,71
"TRINITY_DN88264_c2_g7_i2",1,812,"+",812,0,16,268,148,141,59
"TRINITY_DN88265_c1_g1_i6",1,2094,"+",2094,0,30,264,194,195,76
"TRINITY_DN88265_c1_g2_i1",1,349,"+",349,0,2,28,12,16,30
"TRINITY_DN88265_c1_g2_i2",1,413,"+",413,0,0,29,13,2,28
"TRINITY_DN88265_c1_g4_i1",1,292,"+",292,0,0,0,0,0,0
"TRINITY_DN88265_c1_g4_i3",1,275,"+",275,0,0,0,0,5,0
"TRINITY_DN88266_c0_g1_i1",1,248,"+",248,0,3,7,304,4,4
"TRINITY_DN88266_c0_g1_i2",1,2665,"+",2665,0,13,42,56,71,25
"TRINITY_DN88266_c0_g1_i4",1,1779,"+",1779,0,0,19,22,6,9
"TRINITY_DN88266_c0_g1_i8",1,2617,"+",2617,0,6,72,35,22,29
"TRINITY_DN88266_c0_g5_i1",1,1233,"+",1233,0,0,39,18,18,11
"TRINITY_DN88268_c0_g1_i12",1,435,"+",435,0,0,2,1,1,0
"TRINITY_DN88268_c0_g1_i13",1,382,"+",382,0,126,36,48,30,49
"TRINITY_DN88268_c0_g1_i16",1,2966,"+",2966,0,72,888,380,612,209
"TRINITY_DN88268_c0_g1_i6",1,234,"+",234,0,905,16,16,88,22
"TRINITY_DN88268_c0_g1_i8",1,334,"+",334,0,0,0,8,8,0
"TRINITY_DN88269_c0_g2_i2",1,552,"+",552,0,9,30,0,13,8
"TRINITY_DN88269_c0_g2_i3",1,1517,"+",1517,0,78,1339,247,679,308
"TRINITY_DN88269_c0_g2_i6",1,657,"+",657,0,4,60,5,14,9
"TRINITY_DN88269_c0_g3_i1",1,654,"+",654,0,63,69,71,57,68
"TRINITY_DN88269_c0_g3_i2",1,760,"+",760,0,19,11,11,26,17
"TRINITY_DN88270_c1_g3_i2",1,2625,"+",2625,0,15,1444,997,978,428
"TRINITY_DN88270_c1_g3_i3",1,908,"+",908,0,0,5,0,1,3
"TRINITY_DN88270_c1_g3_i4",1,2492,"+",2492,0,7,77,53,100,15
"TRINITY_DN88272_c0_g1_i1",1,2735,"+",2735,0,71,878,235,127,133
"TRINITY_DN88272_c0_g1_i21",1,1985,"+",1985,0,11,236,82,615,141
"TRINITY_DN88272_c0_g1_i9",1,2232,"+",2232,0,57,820,211,96,137
"TRINITY_DN88273_c0_g2_i12",1,3665,"+",3665,0,94,508,195,154,259
"TRINITY_DN88273_c0_g3_i1",1,858,"+",858,0,3,19,16,14,1
"TRINITY_DN88273_c0_g4_i1",1,285,"+",285,0,1164,27,16,8,33
"TRINITY_DN88275_c0_g1_i2",1,843,"+",843,0,70,698,134,253,73
"TRINITY_DN88275_c0_g1_i3",1,404,"+",404,0,6,48,11,13,12
"TRINITY_DN88275_c0_g1_i4",1,826,"+",826,0,84,435,138,218,64
"TRINITY_DN88277_c0_g1_i1",1,4743,"+",4743,0,268,1781,769,1304,538
"TRINITY_DN88277_c0_g1_i4",1,4522,"+",4522,0,252,1787,808,1311,547
"TRINITY_DN88277_c0_g1_i7",1,205,"+",205,0,28,119,42,48,45
"TRINITY_DN88277_c0_g1_i9",1,701,"+",701,0,5,12,3,12,18
"TRINITY_DN88277_c0_g2_i1",1,353,"+",353,0,0,3,0,0,0
"TRINITY_DN88278_c0_g1_i3",1,720,"+",720,0,38,80,330,249,226
"TRINITY_DN88278_c0_g3_i1",1,968,"+",968,0,17,109,58,55,28
"TRINITY_DN88278_c0_g3_i2",1,404,"+",404,0,0,23,3,15,6
"TRINITY_DN88278_c0_g3_i3",1,793,"+",793,0,8,87,56,74,23
"TRINITY_DN88279_c1_g2_i1",1,209,"+",209,0,17,2,6,0,2
"TRINITY_DN88279_c2_g3_i4",1,1135,"+",1135,0,117,321,387,278,528
"TRINITY_DN88279_c2_g3_i7",1,629,"+",629,0,105,353,430,275,774
"TRINITY_DN88279_c2_g3_i8",1,378,"+",378,0,28,466,338,234,369
"TRINITY_DN88279_c2_g3_i9",1,876,"+",876,0,157,424,429,366,776
"TRINITY_DN88280_c0_g1_i3",1,1820,"+",1820,0,63,350,131,292,166
"TRINITY_DN88281_c2_g1_i1",1,208,"+",208,0,0,1,3,0,0
"TRINITY_DN88281_c2_g1_i10",1,831,"+",831,0,5,29,6,5,5
"TRINITY_DN88281_c2_g1_i11",1,208,"+",208,0,1,17,3,5,9
"TRINITY_DN88281_c2_g1_i12",1,231,"+",231,0,0,6,7,5,6
"TRINITY_DN88281_c2_g1_i14",1,213,"+",213,0,0,5,2,2,0
"TRINITY_DN88281_c2_g1_i15",1,831,"+",831,0,11,111,20,15,1
"TRINITY_DN88281_c2_g1_i18",1,238,"+",238,0,0,18,4,0,1
"TRINITY_DN88281_c2_g1_i2",1,1100,"+",1100,0,0,23,22,16,15
"TRINITY_DN88281_c2_g1_i3",1,248,"+",248,0,0,0,0,12,0
"TRINITY_DN88281_c2_g1_i5",1,653,"+",653,0,0,19,5,0,9
"TRINITY_DN88281_c2_g1_i6",1,542,"+",542,0,0,51,12,22,28
"TRINITY_DN88281_c2_g1_i8",1,816,"+",816,0,0,22,0,1,0
"TRINITY_DN88281_c2_g1_i9",1,1150,"+",1150,0,0,51,22,10,2
"TRINITY_DN88281_c2_g2_i2",1,301,"+",301,0,0,16,10,5,6
"TRINITY_DN88282_c1_g1_i2",1,222,"+",222,0,7,105,27,30,31
"TRINITY_DN88282_c1_g1_i4",1,2526,"+",2526,0,20,217,62,52,72
"TRINITY_DN88282_c1_g1_i6",1,269,"+",269,0,0,0,4,0,0
"TRINITY_DN88282_c1_g1_i7",1,2535,"+",2535,0,15,150,73,55,53
"TRINITY_DN88282_c1_g1_i8",1,603,"+",603,0,0,6,2,1,1
"TRINITY_DN88282_c1_g1_i9",1,2506,"+",2506,0,22,130,58,113,31
"TRINITY_DN88284_c0_g2_i1",1,2025,"+",2025,0,3514,28752,12376,19486,8252
"TRINITY_DN88286_c0_g2_i2",1,375,"+",375,0,0,15,10,7,10
"TRINITY_DN88286_c0_g2_i3",1,1393,"+",1393,0,13,111,66,92,31
"TRINITY_DN88286_c0_g2_i6",1,1013,"+",1013,0,0,63,29,34,21
"TRINITY_DN88286_c0_g5_i1",1,1110,"+",1110,0,2,15,14,23,6
"TRINITY_DN88286_c0_g6_i1",1,229,"+",229,0,0,0,0,3,0
"TRINITY_DN88287_c0_g1_i13",1,887,"+",887,0,0,6,29,30,20
"TRINITY_DN88287_c0_g1_i6",1,1193,"+",1193,0,32,62,149,139,164
"TRINITY_DN88288_c0_g1_i3",1,269,"+",269,0,67,541,365,546,222
"TRINITY_DN88288_c0_g1_i5",1,993,"+",993,0,1541,8936,10329,11213,8115
"TRINITY_DN88289_c1_g10_i1",1,262,"+",262,0,3,26,30,6,11
"TRINITY_DN88289_c1_g2_i1",1,414,"+",414,0,2,6,0,1,0
"TRINITY_DN88289_c1_g2_i2",1,459,"+",459,0,2,18,3,4,3
"TRINITY_DN88289_c1_g7_i2",1,934,"+",934,0,16,70,59,76,17
"TRINITY_DN88291_c1_g1_i18",1,228,"+",228,0,49,235,39,42,67
"TRINITY_DN88291_c1_g1_i7",1,4202,"+",4202,0,94,719,118,234,84
"TRINITY_DN88291_c1_g2_i10",1,299,"+",299,0,47,220,129,76,144
"TRINITY_DN88292_c0_g1_i1",1,577,"+",577,0,10,33,19,37,617
"TRINITY_DN88292_c0_g1_i10",1,4677,"+",4677,0,25,442,248,396,172
"TRINITY_DN88292_c0_g1_i11",1,4575,"+",4575,0,30,433,246,402,156
"TRINITY_DN88292_c0_g1_i8",1,1089,"+",1089,0,470,41,17,54,77
"TRINITY_DN88292_c0_g3_i4",1,2228,"+",2228,0,52,374,155,196,145
"TRINITY_DN88292_c0_g3_i5",1,1958,"+",1958,0,16,206,96,106,53
"TRINITY_DN88292_c0_g3_i6",1,2123,"+",2123,0,105,464,241,284,137
"TRINITY_DN88294_c0_g2_i11",1,1826,"+",1826,0,3,1111,895,980,559
"TRINITY_DN88294_c0_g2_i9",1,205,"+",205,0,21,1528,16,27,336
"TRINITY_DN88295_c0_g1_i4",1,1129,"+",1129,0,6,146,57,56,69
"TRINITY_DN88295_c0_g2_i1",1,823,"+",823,0,0,19,13,4,3
"TRINITY_DN88295_c0_g2_i2",1,506,"+",506,0,4576,2293,3011,2010,3278
"TRINITY_DN88295_c0_g2_i3",1,848,"+",848,0,0,34,18,10,9
"TRINITY_DN88295_c0_g2_i5",1,471,"+",471,0,0,18,8,5,2
"TRINITY_DN88295_c0_g2_i7",1,1037,"+",1037,0,0,64,18,28,10
"TRINITY_DN88295_c0_g3_i1",1,1130,"+",1130,0,5,233,87,88,43
"TRINITY_DN88296_c0_g1_i8",1,4268,"+",4268,0,51,819,312,481,153
"TRINITY_DN88297_c1_g1_i3",1,1877,"+",1877,0,22,157,7,2,8
"TRINITY_DN88297_c1_g4_i3",1,1975,"+",1975,0,559,223,75,37,123
"TRINITY_DN88300_c2_g1_i4",1,1258,"+",1258,0,262,2047,706,1017,497
"TRINITY_DN88301_c0_g1_i2",1,231,"+",231,0,8,63,14,25,30
"TRINITY_DN88301_c0_g1_i3",1,3155,"+",3155,0,19,305,133,109,73
"TRINITY_DN88302_c0_g1_i2",1,1655,"+",1655,0,42,183,39,77,21
"TRINITY_DN88302_c0_g1_i4",1,371,"+",371,0,0,2,0,3,3
"TRINITY_DN88302_c0_g1_i5",1,1579,"+",1579,0,46,241,73,128,27
"TRINITY_DN88302_c0_g1_i6",1,876,"+",876,0,37,110,69,38,50
"TRINITY_DN88303_c0_g1_i2",1,538,"+",538,0,26,38,21,36,12
"TRINITY_DN88303_c0_g1_i5",1,1346,"+",1346,0,20,170,121,170,80
"TRINITY_DN88304_c0_g1_i1",1,1621,"+",1621,0,26,31,45,30,11
"TRINITY_DN88304_c0_g1_i16",1,429,"+",429,0,5,3,3,4,0
"TRINITY_DN88304_c0_g1_i17",1,1658,"+",1658,0,601,1267,1573,901,2131
"TRINITY_DN88304_c0_g1_i8",1,375,"+",375,0,0,18,5,3,4
"TRINITY_DN88308_c2_g1_i10",1,1025,"+",1025,0,11,162,4,4,4
"TRINITY_DN88308_c2_g1_i4",1,519,"+",519,0,0,46,15,17,9
"TRINITY_DN88308_c2_g1_i5",1,1634,"+",1634,0,13,837,42,114,71
"TRINITY_DN88308_c2_g1_i7",1,686,"+",686,0,1,211,4,25,8
"TRINITY_DN88308_c2_g1_i9",1,2131,"+",2131,0,19,765,31,110,61
"TRINITY_DN88309_c0_g1_i9",1,1810,"+",1810,0,26,156,161,161,123
"TRINITY_DN88311_c0_g3_i2",1,3426,"+",3426,0,0,590,220,415,89
"TRINITY_DN88311_c0_g3_i6",1,346,"+",346,0,39,21,8,15,19
"TRINITY_DN88312_c0_g1_i13",1,4075,"+",4075,0,40,830,242,378,141
"TRINITY_DN88313_c0_g3_i2",1,627,"+",627,0,18,193,104,164,76
"TRINITY_DN88313_c0_g3_i4",1,840,"+",840,0,21,89,141,182,49
"TRINITY_DN88314_c1_g2_i3",1,481,"+",481,0,0,11,2,2,0
"TRINITY_DN88314_c1_g2_i4",1,474,"+",474,0,5,47,15,16,28
"TRINITY_DN88314_c1_g2_i7",1,656,"+",656,0,0,19,1,2,0
"TRINITY_DN88315_c0_g1_i10",1,1153,"+",1153,0,10,32,8,25,12
"TRINITY_DN88315_c0_g1_i5",1,1734,"+",1734,0,52,319,109,284,82
"TRINITY_DN88315_c0_g3_i4",1,1599,"+",1599,0,8,121,43,84,24
"TRINITY_DN88316_c0_g1_i5",1,212,"+",212,0,0,0,0,0,0
"TRINITY_DN88316_c0_g1_i7",1,3042,"+",3042,0,92,208,26,20,33
"TRINITY_DN88316_c0_g1_i8",1,321,"+",321,0,39,26,20,23,40
"TRINITY_DN88316_c0_g3_i1",1,456,"+",456,0,0,1,0,0,0
"TRINITY_DN88316_c0_g4_i1",1,328,"+",328,0,5,3,0,5,0
"TRINITY_DN88316_c0_g7_i1",1,380,"+",380,0,42,85,64,47,57
"TRINITY_DN88317_c0_g1_i3",1,321,"+",321,0,91,101,83,105,167
"TRINITY_DN88318_c0_g10_i1",1,202,"+",202,0,89,5,9,5,14
"TRINITY_DN88318_c0_g4_i2",1,342,"+",342,0,69,381,288,410,333
"TRINITY_DN88318_c0_g4_i4",1,308,"+",308,0,17,119,87,131,149
"TRINITY_DN88318_c0_g5_i2",1,287,"+",287,0,236,23,22,26,33
"TRINITY_DN88318_c0_g6_i1",1,244,"+",244,0,39,0,0,0,0
"TRINITY_DN88320_c0_g3_i1",1,386,"+",386,0,7,11,186,1,12
"TRINITY_DN88320_c0_g3_i2",1,1157,"+",1157,0,345,175,309,241,501
"TRINITY_DN88320_c1_g1_i1",1,1748,"+",1748,0,55,147,187,35,231
